seed,previous_pattern,pattern,base_price,Monday AM,Monday PM,Tuesday AM,Tuesday PM,Wednesday AM,Wednesday PM,Thursday AM,Thursday PM,Friday AM,Friday PM,Saturday AM,Saturday PM
46468,1,0,102,116,79,74,94,103,141,76,69,63,104,108,122
35019,2,3,106,63,58,53,97,101,152,154,149,92,89,84,79
34392,3,1,91,78,75,70,67,84,143,205,140,126,59,43,37
77055,1,1,107,95,90,86,83,78,98,153,417,168,114,65,84
41867,0,1,106,95,90,86,82,118,168,229,212,117,67,78,46
94460,3,0,96,120,119,114,70,63,54,121,134,124,65,59,131
56414,2,1,91,81,78,73,117,166,223,180,109,74,40,48,80
47271,3,0,107,121,121,111,145,124,82,76,70,100,78,69,97
7091,1,3,90,37,32,28,24,106,85,155,158,133,41,37,33
18585,1,0,104,107,68,63,99,98,76,71,61,116,116,95,108
85102,0,1,93,80,77,73,69,105,160,336,157,112,70,73,45
76390,2,0,104,65,58,121,128,123,124,116,143,126,70,63,54
27671,3,1,104,90,85,81,77,73,69,117,166,433,152,110,82
66920,1,2,94,85,81,77,74,70,66,62,57,53,49,45,41
73738,3,1,98,88,135,178,435,170,134,46,76,57,47,50,64
25636,3,0,103,137,137,81,76,138,99,112,106,70,60,51,138
47450,0,2,94,83,78,75,71,67,63,60,57,52,49,46,43
12506,3,0,105,145,147,74,66,109,145,111,147,110,82,76,69
74975,2,1,102,90,86,82,109,180,276,184,101,88,84,85,48
81873,3,0,110,152,130,137,87,76,68,132,146,120,78,72,136
4831,1,0,103,124,124,130,135,63,58,52,114,114,128,68,62
62005,2,3,104,112,129,149,188,148,90,86,82,79,74,70,67
54443,0,1,97,88,96,167,220,152,97,47,80,84,60,54,57
56822,1,0,110,78,70,63,138,135,75,64,113,114,139,118,116
63795,1,0,108,151,136,130,133,122,77,71,99,73,65,56,151
65555,2,0,102,113,94,68,58,53,106,93,104,67,58,124,117
81516,3,0,96,99,119,98,118,66,59,90,128,66,60,53,116
42686,3,0,104,94,96,146,108,73,65,59,140,96,102,66,60
55382,0,3,93,57,53,48,45,42,39,129,112,131,137,132,42
48277,3,0,94,118,120,92,100,130,98,73,66,86,64,60,53
12802,0,1,91,80,77,73,70,66,62,125,176,261,164,101,49
23089,2,1,99,89,84,81,125,142,594,154,94,53,53,57,51
9933,1,0,96,65,56,47,116,88,121,126,124,114,129,72,65
60925,3,0,96,102,71,66,107,107,115,113,100,77,72,64,123
21787,1,0,90,123,58,53,47,88,116,109,125,102,68,64,121
55003,2,0,102,127,100,109,95,116,93,82,76,131,64,59,53
85218,3,1,97,87,128,146,312,191,95,44,64,39,63,54,55
98927,1,0,110,107,128,83,74,66,119,69,65,121,111,106,138
45529,2,1,92,82,84,173,391,181,112,71,44,70,75,72,70
8080,0,0,98,134,71,61,103,115,135,93,108,65,57,51,112
95242,3,1,102,91,86,97,184,525,159,143,48,48,48,77,43
21213,0,0,97,136,130,101,106,131,65,58,100,67,61,55,134
49365,1,3,90,43,40,36,32,28,25,21,121,112,130,154,142
15232,2,3,108,63,59,55,134,129,152,153,151,49,44,39,35
7950,3,0,95,114,115,129,98,117,60,56,125,68,64,60,106
56094,1,2,107,95,91,87,83,79,74,70,65,61,56,53,48
83481,2,1,96,86,82,77,87,143,552,154,132,53,41,72,57
29983,2,2,101,89,86,81,76,73,68,65,61,58,54,50,47
46681,2,0,91,99,117,121,100,126,62,55,101,85,66,59,52
33905,0,0,97,129,71,62,109,134,115,76,69,64,127,92,113
12022,1,3,101,58,129,121,174,188,185,52,47,44,39,34,30
89504,2,1,101,89,125,149,299,145,102,78,61,75,74,42,47
23503,2,0,90,102,94,125,72,67,60,95,70,63,97,121,124
97704,1,0,109,127,73,64,102,108,103,135,84,73,68,127,153
48670,2,3,99,88,84,80,76,71,67,104,123,158,187,150,87
88323,0,3,102,130,142,190,204,188,65,61,57,52,48,44,40
59616,1,0,109,117,67,58,51,131,118,71,66,145,126,119,114
32130,1,0,92,118,63,55,47,112,109,121,107,62,57,109,87
71224,3,3,106,71,67,62,57,104,111,197,208,191,95,92,88
58156,3,1,98,84,81,77,72,137,176,302,168,117,55,83,67
5656,3,1,104,91,87,83,78,75,120,193,252,181,102,65,46
40376,1,3,95,86,104,112,151,163,161,54,51,48,45,40,36
29787,0,2,100,88,84,80,75,72,67,63,58,55,50,47,42
34473,2,0,108,131,67,58,52,121,142,81,72,112,150,122,121
98134,3,3,105,77,73,113,118,193,204,189,59,54,50,47,42
92472,3,1,106,91,86,130,204,230,206,113,86,49,75,72,78
30054,1,0,108,112,137,99,86,76,108,135,76,68,59,99,147
66007,0,0,110,105,102,73,66,61,126,112,123,153,137,69,63
96233,3,0,104,111,109,133,105,144,119,70,62,56,110,75,70
43695,1,3,105,78,75,71,126,98,177,200,151,52,47,44,41
15386,0,1,94,81,76,72,68,123,155,413,147,113,75,56,61
16181,3,2,102,89,85,80,76,71,67,63,58,55,50,47,43
19822,2,0,98,126,93,99,89,76,69,117,106,137,73,66,56
44179,2,1,107,95,91,86,83,78,74,121,176,478,195,138,85
93892,2,1,103,90,85,81,77,109,149,441,197,127,58,90,60
59857,3,0,91,105,90,126,72,65,98,114,123,70,63,57,124
2011,3,0,109,152,128,134,67,62,109,108,102,150,81,73,65
15480,2,1,109,97,92,87,115,169,545,213,147,69,80,91,63
81752,2,0,106,100,69,61,56,146,113,111,109,131,130,82,77
39434,3,1,107,95,91,86,82,148,159,310,155,111,52,65,45
16682,2,2,110,97,92,87,82,78,74,69,64,60,55,51,46
64288,3,0,92,72,64,57,124,107,90,125,102,127,96,66,61
29788,2,0,105,136,123,108,107,136,136,71,64,59,137,76,69
84603,0,0,93,98,84,120,89,68,62,54,96,111,106,74,69
21064,0,1,90,80,76,73,69,64,61,56,105,130,272,161,120
7116,0,3,97,79,135,90,145,166,151,50,46,43,38,34,30
30146,2,1,96,83,79,75,71,67,64,61,116,174,324,146,114
49807,1,2,91,82,78,75,72,68,65,61,57,54,50,48,44
45134,1,0,91,83,115,105,59,54,48,125,98,112,60,56,93
77698,2,1,101,88,84,80,75,72,68,100,162,528,144,92,43
91328,2,1,108,96,141,199,379,160,131,55,88,69,77,90,49
20871,0,0,91,62,55,51,97,95,86,102,72,65,87,103,110
25649,2,1,110,96,91,85,82,131,177,400,209,106,56,95,82
38562,3,0,99,135,91,120,100,120,90,66,61,109,70,65,58
15750,2,1,105,95,90,85,81,101,167,311,158,145,51,94,79
32022,0,1,105,90,108,199,386,165,136,66,52,44,58,87,61
40676,1,0,110,133,68,58,51,146,149,120,73,63,136,127,106
63881,0,2,104,93,90,85,81,78,74,70,66,62,58,54,50
8672,2,1,99,87,82,77,73,68,111,140,496,161,103,75,67
22698,1,0,109,113,140,152,145,85,77,67,137,145,74,66,133
37034,0,3,105,70,67,63,58,54,49,45,128,123,160,163,147
77270,1,2,91,81,77,72,69,66,62,58,54,50,47,43,39
50375,2,3,99,49,45,42,38,34,29,104,103,152,165,150,60
13582,3,2,101,89,85,81,76,71,68,63,60,56,51,47,42
45848,3,0,92,129,119,86,118,123,66,60,54,114,97,57,52
28296,3,0,91,69,65,109,96,86,69,65,57,84,91,98,128
99996,0,1,110,95,90,86,80,76,115,190,462,204,118,63,72
76280,2,0,96,121,114,113,68,61,125,94,89,103,71,67,62
73334,1,0,92,114,125,120,128,84,115,69,61,53,94,71,66
48958,0,2,107,92,88,84,81,78,72,68,64,61,56,51,47
82814,1,2,100,89,85,82,79,75,71,68,63,59,55,51,48
73466,1,0,91,123,85,56,50,43,97,120,101,87,90,73,67
39045,0,1,96,84,81,76,72,68,64,60,111,146,404,143,125
45667,0,3,97,69,65,61,57,130,98,148,164,142,85,81,77
11096,2,1,93,80,75,115,163,262,184,87,61,73,45,56,51
94844,3,0,90,87,111,86,117,105,66,61,56,105,113,69,63
45837,1,0,110,77,73,134,112,144,134,131,132,79,69,61,130
13800,0,0,90,107,116,99,82,64,56,49,93,104,67,61,87
60619,3,0,107,105,141,136,111,126,137,72,62,112,67,60,55
98122,3,2,99,88,85,81,76,72,68,63,59,56,52,48,45
57367,1,3,100,43,98,114,167,199,165,82,79,74,70,66,62
71211,1,0,90,87,125,113,100,101,112,66,62,102,61,56,48
12779,0,2,90,79,76,73,70,67,63,60,57,53,50,47,44
91110,1,3,110,80,76,71,67,62,58,117,128,154,157,154,92
82777,3,0,110,109,127,82,75,142,103,112,88,81,70,124,106
56103,1,3,99,73,70,66,119,108,146,158,149,81,76,71,67
18552,2,3,92,61,57,54,51,48,44,84,125,138,144,133,43
96273,2,1,97,83,104,144,526,186,105,42,75,47,56,71,63
91688,3,3,104,54,104,110,165,173,145,51,47,42,37,33,30
79541,0,1,107,93,128,185,474,165,126,67,68,52,83,82,58
86430,2,0,93,108,107,101,110,67,60,55,96,88,68,64,128
1381,3,1,97,86,83,80,75,71,130,178,294,193,94,79,60
59046,3,2,102,90,86,82,78,73,70,65,61,57,53,49,45
17203,0,2,100,88,84,81,77,73,68,64,61,56,53,49,45
98210,0,3,90,40,36,31,27,24,21,16,109,95,160,173,167
2210,1,0,104,64,56,102,144,114,136,136,127,125,67,59,54
28115,2,1,106,93,89,86,81,77,73,68,110,196,424,172,133
88910,1,0,97,134,94,134,129,123,61,55,46,104,68,58,106
45511,3,0,105,130,107,135,77,68,60,117,75,67,114,116,111
68387,1,2,93,82,78,73,70,66,62,58,55,51,47,43,40
14271,2,1,101,88,84,80,77,73,132,177,489,153,135,71,45
19403,1,3,103,83,80,103,96,170,199,177,73,70,67,63,59
47142,2,1,93,84,80,76,73,70,66,85,163,282,170,126,47
39192,0,2,100,87,83,79,75,70,67,63,58,55,51,46,42
60509,3,0,92,125,106,84,96,84,103,72,65,61,98,67,61
18585,2,1,104,93,89,134,150,444,152,98,61,49,90,64,64
10871,3,2,100,89,84,80,77,74,71,68,63,60,56,53,48
32397,1,2,91,82,78,74,70,67,64,60,57,53,49,46,43
39115,2,1,100,88,83,79,123,163,404,157,128,63,53,82,65
54736,3,0,92,93,114,85,117,110,57,53,121,59,54,50,87
80462,0,1,101,88,83,79,76,103,171,434,167,128,89,57,81
37399,1,0,92,115,90,85,88,61,56,50,104,84,86,59,54
16130,0,0,102,95,129,117,109,98,137,77,72,117,81,76,67
67365,3,1,103,89,85,117,162,423,176,141,91,51,67,56,77
49358,0,3,92,125,111,129,144,139,83,81,76,72,67,63,60
85623,0,1,97,86,82,78,112,178,319,187,106,52,42,55,55
64271,0,1,98,85,82,79,74,118,167,210,189,98,47,62,49
85985,2,3,98,58,54,93,130,137,138,137,55,50,46,42,37
59449,0,0,90,108,116,102,99,58,54,51,103,64,60,107,99
35961,3,1,101,88,117,171,498,148,131,43,56,42,82,83,91
88676,0,0,106,118,143,129,143,113,76,71,127,116,82,74,69
24251,0,0,106,146,113,105,124,132,128,65,59,135,69,64,55
63421,3,2,97,84,80,76,73,68,65,61,57,52,48,44,40
64571,1,3,103,68,65,60,94,132,149,154,147,74,70,66,61
90654,0,0,102,128,109,139,77,70,142,113,78,69,59,128,112
23734,3,3,90,67,112,103,131,156,137,44,40,37,33,29,25
28086,1,0,110,111,151,68,62,54,103,68,62,111,115,152,149
70045,3,0,105,121,83,74,65,98,110,84,77,104,101,135,136
71906,3,1,104,91,113,166,486,192,117,80,87,49,61,78,49
43288,1,0,90,72,63,82,126,101,114,121,66,60,53,87,125
17456,1,0,93,88,90,58,53,114,57,49,44,88,89,102,113
33472,2,3,103,55,51,48,43,40,36,133,126,165,174,144,83
31456,0,1,98,84,80,75,71,113,196,391,154,111,64,69,59
47278,2,1,97,84,79,76,73,69,65,61,132,178,309,177,132
60573,0,3,104,81,77,72,67,134,115,185,207,200,88,83,79
97896,1,0,90,121,85,102,66,60,93,55,46,38,93,106,89
43595,2,3,105,134,95,161,179,157,86,82,77,72,69,64,60
11428,2,1,102,90,87,83,79,75,71,66,120,172,228,196,132
26288,2,1,108,96,90,85,101,187,491,186,101,74,97,82,60
63491,0,1,95,84,80,77,73,69,105,179,227,181,103,81,51
93167,2,3,101,84,79,76,71,67,63,60,116,104,161,162,160
69303,2,3,104,82,78,75,70,65,110,146,193,207,188,94,90
55172,1,3,96,55,51,115,97,138,141,136,77,73,69,64,60
52814,0,1,109,97,92,88,83,78,74,102,189,530,186,107,93
7255,3,3,105,105,142,147,148,147,45,41,38,33,30,25,20
80327,3,0,90,111,114,108,101,89,112,61,54,91,57,50,41
77336,0,3,105,72,108,109,195,202,154,53,49,44,40,36,32
81504,1,0,106,65,57,50,129,109,148,107,81,74,134,128,138
65139,1,0,99,124,78,73,65,97,129,122,95,112,65,55,99
19882,0,3,90,59,55,52,49,46,43,105,102,127,134,131,77
65898,3,1,101,90,85,82,78,74,122,160,605,167,121,91,60
11828,3,2,98,85,80,77,72,68,63,59,55,52,47,44,39
766,3,0,91,100,118,114,97,62,57,51,127,118,73,66,104
49161,0,3,104,69,65,60,55,51,127,108,150,179,154,48,44
31973,0,2,97,87,83,79,75,71,67,63,59,55,51,48,45
83663,2,1,94,83,79,75,71,67,64,60,111,165,419,171,94
13636,3,2,98,86,83,78,74,70,67,62,59,54,50,45,42
16271,1,0,110,106,119,126,154,150,113,74,69,62,116,81,72
62653,1,0,104,100,105,146,139,109,71,63,129,68,58,51,124
10565,3,2,90,77,73,70,66,64,59,56,51,48,45,40,37
31176,3,0,92,89,123,89,58,54,46,114,124,83,127,63,58
34427,2,1,110,97,93,89,119,173,341,168,127,65,70,55,64
76813,2,0,107,68,58,48,100,116,72,65,127,118,129,140,119
41488,3,0,103,103,129,73,67,145,105,109,138,137,67,60,56
69090,3,0,109,139,107,120,81,76,136,150,66,60,49,100,122
9994,2,1,95,83,79,76,73,90,185,556,182,103,44,63,80
53918,1,0,98,125,117,106,109,121,118,65,55,127,77,72,68
78559,1,2,98,84,80,76,71,68,65,61,57,54,50,46,42
12305,2,1,104,90,85,80,76,73,69,65,134,149,573,150,127
62860,3,0,92,72,64,60,85,118,68,61,129,121,122,118,108
16854,2,0,93,115,68,60,117,104,114,60,54,46,120,90,115
71499,3,1,96,86,82,79,75,119,178,360,159,119,75,59,60
66085,3,0,97,105,111,134,99,117,62,58,130,130,69,61,52
47521,2,0,95,109,109,107,101,59,54,47,115,108,94,68,60
70895,2,1,96,83,99,172,396,169,116,64,71,61,52,76,50
23750,1,0,91,101,122,99,66,58,117,99,91,114,70,64,60
9445,0,0,102,120,119,118,80,72,67,105,116,128,124,63,55
16252,2,0,107,113,113,138,79,69,126,121,130,108,65,58,53
81228,3,0,107,121,115,78,69,61,102,85,77,117,144,122,129
56648,0,2,98,88,83,80,76,73,69,65,61,57,53,49,44
49599,3,0,92,59,53,109,116,59,53,46,123,106,105,126,106
99035,3,0,94,117,104,105,116,121,99,71,65,59,125,69,62
71908,0,2,108,97,94,89,85,80,76,71,68,62,58,53,48
72384,1,3,92,67,63,59,56,52,48,101,85,128,184,167,50
44790,1,0,91,124,101,113,83,87,93,59,51,97,71,65,59
59122,0,3,93,42,39,36,32,29,124,105,142,153,142,74,70
74599,3,0,95,129,101,133,74,65,133,89,100,130,69,64,60
95894,2,0,104,96,128,118,102,131,78,68,98,77,73,66,139
76889,0,1,106,96,91,87,82,78,145,191,420,180,125,45,52
42478,1,0,101,106,94,107,102,76,67,106,78,73,68,97,119
20945,2,1,106,96,91,87,126,173,385,152,96,94,60,82,95
80109,2,3,107,54,50,139,147,170,200,160,60,55,50,44,41
3593,1,3,98,42,39,35,31,27,23,19,121,123,186,196,163
15763,3,3,91,120,89,142,163,151,59,56,52,49,46,43,39
40934,3,1,93,82,114,166,223,132,106,48,81,68,79,69,52
57889,1,1,90,78,74,71,67,63,59,87,170,347,172,106,67
65095,0,3,101,57,52,101,107,142,150,147,66,62,59,54,50
65965,3,1,92,82,78,74,71,67,117,168,395,138,116,47,66
95318,0,0,101,133,93,123,139,118,127,74,69,65,100,73,65
67603,2,1,91,80,77,74,71,68,105,151,243,165,107,81,74
56364,1,0,93,87,120,94,90,117,64,60,52,93,90,58,54
10460,2,1,107,92,89,85,80,76,71,67,141,164,393,193,108
34080,3,0,95,113,105,94,133,62,57,52,129,111,130,65,59
65082,3,0,91,108,122,68,61,115,83,92,123,92,62,56,50
13070,1,3,93,64,60,57,102,115,131,163,160,64,62,58,55
2189,0,0,94,112,93,108,132,130,67,59,51,85,65,60,85
84268,1,3,110,48,113,148,159,194,189,73,69,64,60,56,51
83480,3,0,104,97,72,65,59,123,74,67,103,122,121,117,103
93900,0,2,110,98,92,89,84,79,74,71,66,60,57,53,49
28723,0,3,96,50,47,43,38,34,132,90,135,157,134,81,76
60113,3,1,103,91,86,81,108,157,428,169,143,62,79,66,70
91120,2,0,106,140,132,119,114,82,77,71,105,102,72,64,120
53462,2,3,92,42,38,35,30,27,23,117,123,153,160,151,67
76577,1,3,95,73,68,65,62,58,121,114,139,141,140,76,71
32210,2,1,92,83,79,75,72,67,102,153,271,132,119,54,74
81970,0,1,101,90,86,114,146,561,163,123,60,63,69,53,58
47398,0,1,100,88,85,80,76,72,68,65,127,162,570,165,94
4350,0,1,109,98,93,88,83,79,75,146,160,399,192,101,96
25932,2,1,106,95,91,87,84,80,76,148,207,517,149,143,50
44045,2,1,98,84,80,76,73,70,67,108,180,416,149,112,72
62862,3,0,93,64,60,127,97,115,123,114,68,59,55,118,131
25957,3,1,103,91,87,115,201,364,152,126,57,73,81,85,46
99028,1,0,103,95,144,123,116,115,133,72,68,138,68,59,50
18233,3,0,95,89,118,128,129,69,60,56,130,102,132,65,59
96290,0,2,106,93,88,83,79,75,70,67,62,59,53,49,44
4770,2,3,109,96,91,87,125,130,158,161,157,74,70,66,61
34215,1,2,100,88,83,79,75,71,67,64,59,55,52,47,44
32743,2,1,108,94,91,87,125,214,561,209,98,56,68,53,95
27453,2,1,102,89,86,81,77,74,70,66,101,165,540,155,137
56452,0,3,92,63,97,93,128,141,137,68,64,60,57,52,49
95721,0,3,109,51,46,42,38,34,30,25,141,130,168,176,162
58677,0,2,107,92,87,84,79,75,71,67,63,58,52,48,44
79808,2,3,95,82,78,74,71,117,104,167,169,142,51,48,45
72335,0,3,94,56,99,102,163,173,168,56,53,49,46,42,38
83677,3,0,94,98,98,107,130,127,113,64,58,108,74,67,61
41697,1,3,92,54,50,46,123,109,151,156,136,55,51,46,42
42609,0,1,95,82,79,75,90,139,282,147,98,60,80,81,67
6421,2,1,98,87,84,81,77,73,122,168,242,160,134,74,67
75104,1,3,95,73,107,127,165,189,167,57,52,47,44,40,36
39450,1,3,94,73,69,67,63,58,55,111,91,144,149,134,84
31390,3,0,98,113,72,66,97,122,101,64,55,48,89,97,123
64659,3,2,94,82,78,74,70,67,64,61,56,52,49,45,41
51604,0,3,106,88,84,79,76,71,144,115,168,171,164,47,42
78910,1,0,107,81,76,68,138,97,141,68,62,148,109,145,99
73337,0,3,108,79,75,70,65,62,58,53,111,121,176,190,180
74946,3,0,92,86,97,65,59,52,95,116,71,65,125,125,112
99480,0,1,104,94,89,85,80,75,72,106,184,296,176,119,66
2966,3,2,101,88,84,80,76,72,68,63,59,55,51,47,42
24572,1,1,97,86,81,77,74,119,149,443,144,95,88,73,50
38686,0,3,99,47,44,41,36,32,28,24,95,125,140,146,139
98873,0,0,110,142,83,76,142,148,84,75,68,106,150,123,111
58392,0,3,108,76,72,67,62,57,113,142,177,183,180,69,65
38280,2,1,100,89,85,81,76,73,69,121,149,292,177,135,43
73844,3,0,94,94,115,106,92,67,62,99,73,68,64,113,88
42828,0,3,96,49,45,41,36,32,28,96,104,156,170,159,64
83500,1,1,109,94,128,208,318,217,120,98,46,92,60,77,56
15139,1,0,104,102,84,79,74,126,114,94,146,102,75,68,100
88935,2,0,104,101,134,81,75,65,109,66,57,126,132,123,141
76824,2,0,90,116,83,104,110,91,93,67,59,113,71,65,58
72945,0,0,106,66,59,50,147,110,138,72,68,98,107,144,145
74878,3,0,95,97,109,118,95,96,65,59,51,101,76,67,127
19144,1,1,90,77,73,94,160,361,170,123,78,66,38,80,64
33247,0,0,92,66,61,122,93,89,112,60,51,44,103,128,119
288,2,3,110,49,44,40,36,124,124,163,201,180,56,50,47
82751,3,1,96,85,82,113,146,389,172,102,63,63,65,68,80
84860,3,3,109,66,61,57,51,46,42,146,112,158,197,186,86
56412,2,1,109,96,92,108,168,516,191,138,92,88,69,49,74
27003,3,3,105,69,64,60,55,50,46,126,118,147,179,149,91
24202,2,1,106,92,88,118,210,546,209,108,52,83,79,59,95
85933,2,1,109,97,93,89,85,81,77,150,161,293,210,131,62
69368,1,0,106,128,128,130,149,130,132,80,75,65,109,75,68
26334,0,3,98,85,81,76,71,99,94,138,141,139,59,56,51
81893,3,2,106,95,90,87,82,78,73,69,65,59,56,51,45
29998,3,0,99,107,76,67,111,107,97,121,79,74,66,116,127
75889,1,2,98,86,82,77,74,70,67,63,60,56,53,49,44
41390,2,0,96,109,124,64,56,49,109,100,99,59,50,100,92
95844,2,1,107,96,91,87,82,78,74,70,114,193,471,153,140
7502,0,3,110,128,118,185,205,158,85,82,76,71,68,62,59
70359,1,2,90,77,73,70,67,63,59,55,50,47,43,39,35
53751,1,3,100,65,60,56,51,47,124,93,151,176,150,52,47
54249,3,3,102,72,68,64,59,54,50,110,138,149,175,156,59
62801,0,3,107,53,49,115,135,164,196,175,51,47,42,38,34
74085,3,3,104,90,85,80,77,72,68,64,145,119,167,194,148
72870,0,1,93,81,77,73,70,67,100,156,334,156,102,80,80
20041,2,3,100,43,38,35,107,95,140,143,140,49,45,41,36
25322,2,3,108,51,110,150,170,215,195,82,78,74,69,64,60
23571,0,0,93,125,106,107,103,126,97,58,53,86,74,66,59
65465,3,1,96,86,90,168,458,169,124,68,47,80,85,51,73
41594,1,0,108,140,114,127,103,76,71,62,147,82,74,142,132
86043,0,0,93,107,117,58,54,87,124,115,69,61,54,113,96
77102,0,2,100,86,82,79,74,69,65,61,57,52,48,43,40
3167,2,3,108,83,79,76,71,131,137,153,185,167,54,50,46
95115,1,3,94,47,42,38,34,31,27,116,101,137,176,151,54
73259,0,0,110,100,149,144,132,80,75,64,130,110,153,88,79
35704,0,0,100,61,53,140,136,131,139,123,132,79,72,63,132
15135,3,0,98,133,94,135,102,125,71,64,117,113,62,55,45
54879,0,3,106,56,52,108,102,182,188,180,70,66,61,58,53
97670,1,2,104,90,86,82,78,74,70,66,62,58,54,49,45
22699,0,1,99,86,95,172,524,158,129,81,78,68,62,58,84
69894,1,3,103,47,43,139,108,150,152,146,47,43,38,34,30
16334,2,1,100,89,85,96,192,425,155,137,50,50,62,76,55
51531,0,0,95,98,73,64,89,118,125,90,131,127,66,58,49
37190,3,0,108,142,73,69,64,116,132,108,76,71,102,110,127
72430,1,0,108,147,83,77,71,107,112,137,126,127,118,75,66
44162,0,3,98,101,134,140,153,143,89,84,81,77,73,70,67
71333,1,3,98,48,44,40,37,34,31,27,96,136,154,160,143
92260,3,1,105,91,87,82,78,131,188,356,191,141,63,86,95
60635,1,0,91,114,94,124,97,123,89,69,62,125,60,54,46
14824,0,2,92,81,77,74,69,66,62,59,55,51,48,44,40
53618,3,0,109,67,62,51,104,82,76,118,119,117,111,120,99
32660,3,3,102,78,75,71,68,65,60,99,117,171,190,179,51
70693,1,0,102,125,120,121,121,69,59,55,120,62,53,136,96
50295,3,0,107,138,98,130,141,110,66,61,55,130,114,71,65
97052,2,1,98,85,80,77,74,69,107,144,309,143,108,50,65
39831,2,2,107,94,89,85,82,77,73,69,65,60,56,52,48
8722,0,0,98,101,108,133,119,122,70,63,55,114,77,69,89
69167,0,1,105,90,86,81,76,98,151,420,193,113,80,58,57
78265,2,3,91,68,64,60,56,52,47,94,96,131,150,136,63
54969,3,0,98,136,75,68,93,106,123,102,104,120,77,68,64
49450,1,1,100,86,101,182,368,172,127,86,48,78,72,61,73
67371,3,0,92,90,119,112,87,114,110,63,58,106,60,54,49
79012,2,1,100,86,82,78,105,143,322,148,138,70,67,43,86
2864,3,1,105,90,85,80,76,72,67,64,130,165,376,181,101
7003,3,0,95,100,132,69,62,95,112,119,105,61,56,51,131
49094,0,1,102,90,86,82,78,126,170,346,175,128,64,73,77
18440,2,1,99,86,83,79,130,168,277,187,115,44,62,78,75
70828,3,0,91,64,56,87,98,116,124,56,50,42,125,113,105
67653,0,3,92,40,36,32,27,24,123,111,132,156,146,53,50
55030,3,1,102,89,85,80,75,72,68,102,152,266,202,111,92
39949,3,3,108,53,48,43,39,34,102,128,161,215,159,91,86
51126,3,0,99,108,91,114,75,66,95,136,79,73,66,118,112
81945,3,1,90,79,74,72,69,64,62,89,158,373,146,96,52
82498,1,0,103,117,116,136,142,80,73,69,119,139,118,72,66
20472,2,3,95,61,58,54,51,48,44,126,106,164,184,154,65
89252,3,1,101,91,87,84,79,74,70,116,168,261,152,115,53
57319,2,1,107,94,90,86,82,78,74,123,194,265,165,98,68
37729,2,1,110,98,94,90,86,82,77,71,104,212,296,163,117
87802,2,1,109,98,94,100,192,439,200,145,69,81,59,65,88
49117,0,2,103,92,88,83,80,75,71,67,63,60,55,51,47
56249,2,0,109,142,82,74,120,123,122,106,121,70,63,58,113
17741,0,3,92,40,95,117,133,178,173,80,77,72,69,64,61
51959,0,1,107,94,89,84,79,75,71,66,116,168,247,179,100
35605,2,2,98,86,81,76,72,69,66,62,58,55,51,46,43
53583,0,1,104,94,90,85,81,76,97,188,266,158,143,55,92
6201,3,1,108,94,89,104,213,324,215,102,68,84,53,96,90
52839,3,0,106,140,99,117,113,113,73,64,57,111,81,76,120
75073,1,1,109,97,93,88,141,174,246,162,136,65,71,62,52
50859,0,3,95,95,104,167,188,173,72,69,65,61,56,53,50
48394,0,0,97,97,117,127,114,62,56,95,75,70,64,95,118
88763,1,3,108,127,144,201,205,159,70,67,63,60,56,52,48
7232,2,3,109,56,52,136,112,177,180,170,81,77,72,67,63
18083,2,0,105,122,70,63,111,134,99,82,75,66,116,95,134
94035,3,1,94,82,77,74,111,186,398,143,101,84,47,69,84
35826,2,1,101,88,84,79,76,99,189,434,186,126,57,89,81
50087,0,1,96,84,80,75,72,67,91,152,515,177,111,48,68
39682,1,3,94,57,53,48,96,130,134,144,143,57,53,49,45
39518,3,2,103,93,89,85,80,76,72,68,63,60,56,51,48
364,0,3,105,48,43,39,35,30,26,22,96,129,150,198,197
75183,2,3,104,46,40,36,31,27,22,17,118,110,170,200,180
15046,2,3,90,38,33,89,102,144,167,132,71,67,64,60,56
63765,0,2,90,81,76,73,69,65,61,57,53,49,46,43,39
36381,1,3,106,76,71,67,134,129,167,173,159,64,61,56,52
9309,1,3,107,65,61,57,52,48,45,40,141,118,184,191,176
80919,2,0,92,89,84,84,108,108,111,62,54,50,119,74,66
81774,1,0,95,125,89,105,128,131,68,60,102,73,67,64,123
3282,1,2,100,86,82,79,75,71,67,64,61,56,51,47,43
9469,3,0,93,100,111,103,102,111,59,53,105,99,57,51,46
52761,1,2,101,87,82,78,75,70,67,62,58,53,48,43,39
73216,2,3,99,62,57,54,49,44,103,97,162,178,166,58,55
85416,2,3,107,72,68,64,59,124,145,168,181,165,69,65,59
11511,2,1,109,96,92,87,114,218,311,208,123,53,69,87,91
73046,2,2,100,86,82,79,74,70,67,62,58,55,51,46,43
36818,3,1,102,90,117,198,264,186,103,54,61,69,53,92,70
87186,0,3,99,66,62,57,136,102,154,183,139,75,70,66,62
86973,0,2,101,91,86,81,78,74,69,65,61,56,52,48,43
82100,3,1,101,88,84,80,114,170,385,144,95,91,83,62,81
22635,2,0,93,100,93,118,66,57,105,128,127,87,60,55,50
84192,2,0,106,115,103,147,108,114,116,70,60,116,81,74,67
84223,2,1,105,95,90,86,80,77,73,142,180,388,170,98,86
1610,3,0,105,147,120,147,76,68,59,112,123,135,71,66,136
65690,2,1,105,94,91,112,201,241,167,102,64,74,80,68,82
